,Year,State,Population,Deaths Per 100k,City,# Killed,# Injured,# Victims,Gun Law Rank,Safety Grade,Incident Date
2710,2018,District of Columbia,701547,,Washington,1,4,5,,,7/16/2018
2711,2018,Pennsylvania,12800922,12.47,Philadelphia,1,4,5,12,C,7/16/2018
2712,2018,Colorado,5691287,15.14,Denver,0,4,4,14,C,7/15/2018
2713,2018,Tennessee,6771631,17.82,Chattanooga,0,5,5,29,D,7/15/2018
2714,2018,Maryland,6035802,11.61,Fort Washington,0,4,4,6,A,7/14/2018
2715,2018,Virginia,8501286,11.76,Richmond,1,3,4,26,D,7/13/2018
2716,2018,Tennessee,6771631,17.82,Memphis,0,5,5,29,D,7/12/2018
2717,2018,Texas,28628666,12.22,Houston,0,4,4,34,F,7/11/2018
2718,2018,Florida,21244317,12.81,Reddick,0,4,4,22,C,7/11/2018
2719,2018,Florida,21244317,12.81,Orlando,1,4,5,22,C,7/9/2018
2720,2018,Delaware,965479,11.55,Wilmington,5,0,5,11,B,7/9/2018
2721,2018,Alabama,4887681,21.7,Brandon,0,6,6,38,F,7/8/2018
2722,2018,Tennessee,6771631,17.82,Memphis,0,4,4,29,D,7/8/2018
2723,2018,Alabama,4887681,21.7,Wetumpka,3,2,5,38,F,7/7/2018
2724,2018,New York,19530351,4.03,Brooklyn,0,4,4,4,A,7/5/2018
2725,2018,New York,19530351,4.03,Albany,0,4,4,4,A,7/5/2018
2726,2018,California,39461588,7.45,Los Angeles,3,3,6,1,A,7/5/2018
2727,2018,Virginia,8501286,11.76,Virginia Beach,0,6,6,26,D,7/5/2018
2728,2018,Ohio,11676341,13.05,Lima,1,5,6,24,D,7/5/2018
2729,2018,Georgia,10511131,15.72,Atlanta,1,3,4,32,F,7/4/2018
2730,2018,Missouri,6121623,21.34,Saint Louis,1,5,6,46,F,7/3/2018
2731,2018,District of Columbia,701547,,Washington,0,4,4,,,7/3/2018
2732,2018,New York,19530351,4.03,Buffalo,2,2,4,4,A,7/2/2018
2733,2018,Illinois,12723071,10.78,Chicago,0,6,6,8,A,7/1/2018
2734,2018,Maryland,6035802,11.61,Baltimore,0,6,6,6,A,6/30/2018
2735,2018,Georgia,10511131,15.72,Ashburn,1,6,7,32,F,6/30/2018
2736,2018,New Jersey,8886025,4.75,Jersey City,0,5,5,2,A,6/30/2018
2737,2018,Maryland,6035802,11.61,Annapolis,5,0,5,6,A,6/28/2018
2738,2018,California,39461588,7.45,Oakland,1,3,4,1,A,6/27/2018
2739,2018,Texas,28628666,12.22,San Antonio,0,4,4,34,F,6/27/2018
2740,2018,Connecticut,3571520,4.91,Hartford,0,4,4,3,A,6/27/2018
2741,2018,Illinois,12723071,10.78,Chicago,0,6,6,8,A,6/25/2018
2742,2018,North Carolina,10381615,13.26,Sanford,1,6,7,24,D,6/24/2018
2743,2018,Florida,21244317,12.81,Punta Gorda,0,4,4,22,C,6/24/2018
2744,2018,Florida,21244317,12.81,Indiantown,0,4,4,22,C,6/24/2018
2745,2018,Florida,21244317,12.81,Palm Beach Gardens (Riviera Beach),1,3,4,22,C,6/24/2018
2746,2018,Indiana,6695497,14.71,Gary,1,3,4,28,D,6/24/2018
2747,2018,Ohio,11676341,13.05,Sandusky,0,5,5,24,D,6/24/2018
2748,2018,Kansas,2911359,14.65,Wichita,0,4,4,43,F,6/23/2018
2749,2018,Illinois,12723071,10.78,Chicago,1,4,5,8,A,6/23/2018
2750,2018,Tennessee,6771631,17.82,Covington,0,4,4,29,D,6/23/2018
2751,2018,Pennsylvania,12800922,12.47,Homestead (Munhall),1,3,4,12,C,6/22/2018
2752,2018,California,39461588,7.45,San Bernardino,1,3,4,1,A,6/21/2018
2753,2018,Louisiana,4659690,21.31,Morganza,0,4,4,32,F,6/21/2018
2754,2018,Illinois,12723071,10.78,Chicago,0,4,4,8,A,6/21/2018
2755,2018,California,39461588,7.45,Modesto,0,5,5,1,A,6/20/2018
2756,2018,Alabama,4887681,21.7,Huntsville,0,4,4,38,F,6/19/2018
2757,2018,Illinois,12723071,10.78,Bloomington,3,1,4,8,A,6/18/2018
2758,2018,Illinois,12723071,10.78,Chicago,2,3,5,8,A,6/18/2018
2759,2018,North Carolina,10381615,13.26,Charlotte,0,4,4,24,D,6/17/2018
2760,2018,New Jersey,8886025,4.75,Trenton,1,19,20,2,A,6/17/2018
2761,2018,Georgia,10511131,15.72,Macon,1,3,4,32,F,6/17/2018
2762,2018,Illinois,12723071,10.78,Chicago,0,4,4,8,A,6/17/2018
2763,2018,California,39461588,7.45,Union City,0,5,5,1,A,6/14/2018
2764,2018,New York,19530351,4.03,Buffalo,1,4,5,4,A,6/14/2018
2765,2018,California,39461588,7.45,Tracy,1,4,5,1,A,6/14/2018
2766,2018,Colorado,5691287,15.14,Westminster,1,3,4,14,C,6/14/2018
2767,2018,Pennsylvania,12800922,12.47,Philadelphia,0,4,4,12,C,6/14/2018
2768,2018,New York,19530351,4.03,Bronx,0,4,4,4,A,6/12/2018
2769,2018,Alabama,4887681,21.7,Montgomery,0,4,4,38,F,6/11/2018
2770,2018,Florida,21244317,12.81,Orlando,6,0,6,22,C,6/11/2018
2771,2018,California,39461588,7.45,Valley Village,0,6,6,1,A,6/10/2018
2772,2018,Indiana,6695497,14.71,Indianapolis (Lawrence),1,4,5,28,D,6/10/2018
2773,2018,Illinois,12723071,10.78,Aurora,0,7,7,8,A,6/10/2018
2774,2018,Florida,21244317,12.81,Bradenton,1,5,6,22,C,6/10/2018
2775,2018,Illinois,12723071,10.78,Chicago,1,5,6,8,A,6/10/2018
2776,2018,Illinois,12723071,10.78,Bloomington,2,2,4,8,A,6/10/2018
2777,2018,North Carolina,10381615,13.26,Kannapolis,0,4,4,24,D,6/9/2018
2778,2018,Massachusetts,6882635,3.46,Boston,0,4,4,7,A,6/9/2018
2779,2018,Pennsylvania,12800922,12.47,Philadelphia,1,4,5,12,C,6/9/2018
2780,2018,Florida,21244317,12.81,Jacksonville,3,1,4,22,C,6/5/2018
2781,2018,Texas,28628666,12.22,Dallas,0,5,5,34,F,6/3/2018
2782,2018,Illinois,12723071,10.78,Chicago,1,3,4,8,A,6/3/2018
2783,2018,Nebraska,1925614,9.05,Omaha,1,6,7,18,C,6/2/2018
2784,2018,New York,19530351,4.03,Buffalo,0,5,5,4,A,6/2/2018
2785,2018,South Carolina,5084156,17.51,Timmonsville,3,2,5,31,F,5/31/2018
2786,2018,Louisiana,4659690,21.31,Shreveport,0,4,4,32,F,5/27/2018
2787,2018,Colorado,5691287,15.14,Aurora,1,3,4,14,C,5/27/2018
2788,2018,Ohio,11676341,13.05,Cincinnati,0,4,4,24,D,5/25/2018
2789,2018,Indiana,6695497,14.71,Anderson,0,4,4,28,D,5/20/2018
2790,2018,Mississippi,2981020,22.81,Hazlehurst,1,7,8,50,F,5/20/2018
2791,2018,Texas,28628666,12.22,Santa Fe,10,13,23,34,F,5/18/2018
2792,2018,Texas,28628666,12.22,Ponder,5,1,6,34,F,5/16/2018
2793,2018,Maryland,6035802,11.61,Baltimore,0,4,4,6,A,5/14/2018
2794,2018,California,39461588,7.45,Los Angeles,2,2,4,1,A,5/13/2018
2795,2018,California,39461588,7.45,Stockton,3,2,5,1,A,5/13/2018
2796,2018,Mississippi,2981020,22.81,Byhalia,0,4,4,50,F,5/13/2018
2797,2018,Nebraska,1925614,9.05,Omaha,0,6,6,18,C,5/12/2018
2798,2018,New Jersey,8886025,4.75,Paulsboro,0,4,4,2,A,5/12/2018
2799,2018,Missouri,6121623,21.34,Saint Louis,0,4,4,46,F,5/11/2018
2800,2018,Oklahoma,3940235,16.71,Talihina,1,4,5,40,F,5/11/2018
2801,2018,Missouri,6121623,21.34,Saint Louis,0,4,4,46,F,5/9/2018
2802,2018,Nebraska,1925614,9.05,Omaha,0,4,4,18,C,5/9/2018
2803,2018,California,39461588,7.45,San Diego,0,5,5,1,A,5/7/2018
2804,2018,Oklahoma,3940235,16.71,Stillwater,0,4,4,40,F,5/6/2018
2805,2018,Tennessee,6771631,17.82,Memphis,2,4,6,29,D,5/6/2018
2806,2018,Georgia,10511131,15.72,Columbus,0,5,5,32,F,5/5/2018
2807,2018,North Carolina,10381615,13.26,Henderson,0,4,4,24,D,5/4/2018
2808,2018,Illinois,12723071,10.78,Chicago Heights,0,4,4,8,A,5/4/2018
2809,2018,Illinois,12723071,10.78,Chicago,1,4,5,8,A,5/2/2018
2810,2018,Minnesota,5606249,7.79,Minneapolis,0,5,5,13,C,5/2/2018
2811,2018,New York,19530351,4.03,Brooklyn,1,4,5,4,A,5/2/2018
2812,2018,Louisiana,4659690,21.31,New Orleans,0,5,5,32,F,5/1/2018
2813,2018,Florida,21244317,12.81,Pompano Beach,0,4,4,22,C,4/30/2018
2814,2018,District of Columbia,701547,,Washington,0,4,4,,,4/30/2018
2815,2018,Tennessee,6771631,17.82,Wartburg,0,4,4,29,D,4/29/2018
2816,2018,Washington,7523869,10.32,Seattle (Skyway),2,2,4,10,B,4/29/2018
2817,2018,North Carolina,10381615,13.26,Monroe,1,3,4,24,D,4/29/2018
2818,2018,Florida,21244317,12.81,West Palm Beach,1,3,4,22,C,4/29/2018
2819,2018,North Carolina,10381615,13.26,Maxton,0,5,5,24,D,4/28/2018
2820,2018,Arkansas,3009733,18.96,Pine Bluff,0,4,4,40,F,4/25/2018
2821,2018,Missouri,6121623,21.34,Saint Louis,3,1,4,46,F,4/25/2018
2822,2018,Michigan,9984072,12.82,Flint,0,4,4,19,C,4/24/2018
2823,2018,Tennessee,6771631,17.82,Antioch,4,3,7,29,D,4/22/2018
2824,2018,Louisiana,4659690,21.31,New Orleans,2,4,6,32,F,4/22/2018
2825,2018,Pennsylvania,12800922,12.47,Philadelphia,2,2,4,12,C,4/21/2018
2826,2018,California,39461588,7.45,San Francisco,1,5,6,1,A,4/20/2018
2827,2018,North Carolina,10381615,13.26,Asheville,4,3,7,24,D,4/18/2018
2828,2018,Louisiana,4659690,21.31,Shreveport,0,6,6,32,F,4/15/2018
2829,2018,California,39461588,7.45,Vallejo,0,4,4,1,A,4/9/2018
2830,2018,North Carolina,10381615,13.26,Hickory,1,3,4,24,D,4/8/2018
2831,2018,Florida,21244317,12.81,Miami,2,2,4,22,C,4/8/2018
2832,2018,Florida,21244317,12.81,Jacksonville,0,4,4,22,C,4/6/2018
2833,2018,Virginia,8501286,11.76,Virginia Beach,1,3,4,26,D,4/6/2018
2834,2018,Louisiana,4659690,21.31,New Orleans,2,2,4,32,F,4/4/2018
2835,2018,Texas,28628666,12.22,Houston,1,3,4,34,F,4/2/2018
2836,2018,Michigan,9984072,12.82,Saginaw,0,5,5,19,C,4/1/2018
2837,2018,Alabama,4887681,21.7,Mobile,1,4,5,38,F,4/1/2018
2838,2018,New Jersey,8886025,4.75,Asbury Park,0,5,5,2,A,3/31/2018
2839,2018,Texas,28628666,12.22,Plano,1,3,4,34,F,3/29/2018
2840,2018,New Jersey,8886025,4.75,Camden,0,4,4,2,A,3/29/2018
2841,2018,Utah,3153550,13.14,Salt Lake City (West Valley City),0,4,4,27,D,3/24/2018
2842,2018,California,39461588,7.45,San Francisco,1,5,6,1,A,3/21/2018
2843,2018,Kentucky,4461153,16.81,Louisville,0,7,7,46,F,3/17/2018
2844,2018,Illinois,12723071,10.78,Harvey,0,4,4,8,A,3/17/2018
2845,2018,Florida,21244317,12.81,Macclenny,0,4,4,22,C,3/13/2018
2846,2018,California,39461588,7.45,Modesto,0,4,4,1,A,3/12/2018
2847,2018,Indiana,6695497,14.71,South Bend,0,6,6,28,D,3/11/2018
2848,2018,Illinois,12723071,10.78,Champaign,1,3,4,8,A,3/11/2018
2849,2018,Michigan,9984072,12.82,Saginaw,1,4,5,19,C,3/11/2018
2850,2018,North Carolina,10381615,13.26,Wadesboro,3,1,4,24,D,3/9/2018
2851,2018,Alabama,4887681,21.7,Hurtsboro,2,2,4,38,F,3/7/2018
2852,2018,Illinois,12723071,10.78,Rockford,1,4,5,8,A,3/4/2018
2853,2018,New York,19530351,4.03,Brooklyn,1,3,4,4,A,3/3/2018
2854,2018,Florida,21244317,12.81,Miami,0,4,4,22,C,3/3/2018
2855,2018,Connecticut,3571520,4.91,Bridgeport,0,4,4,3,A,2/27/2018
2856,2018,Michigan,9984072,12.82,Detroit,5,0,5,19,C,2/26/2018
2857,2018,Florida,21244317,12.81,Palm Beach Gardens (Riviera Beach),1,3,4,22,C,2/23/2018
2858,2018,Texas,28628666,12.22,San Antonio,0,5,5,34,F,2/18/2018
2859,2018,Kansas,2911359,14.65,Kansas City,1,7,8,43,F,2/17/2018
2860,2018,Tennessee,6771631,17.82,Memphis,0,5,5,29,D,2/17/2018
2861,2018,Oklahoma,3940235,16.71,Oklahoma City,1,3,4,40,F,2/16/2018
2862,2018,Florida,21244317,12.81,Pompano Beach (Parkland),17,17,34,22,C,2/14/2018
2863,2018,Louisiana,4659690,21.31,New Orleans,2,3,5,32,F,2/13/2018
2864,2018,Michigan,9984072,12.82,Detroit,4,3,7,19,C,2/11/2018
2865,2018,Kentucky,4461153,16.81,Paintsville,5,0,5,46,F,2/10/2018
2866,2018,Florida,21244317,12.81,Lake Worth (Lantana),3,3,6,22,C,2/7/2018
2867,2018,Colorado,5691287,15.14,Colorado Springs,2,4,6,14,C,2/5/2018
2868,2018,Ohio,11676341,13.05,Cleveland (Garfield Heights),1,5,6,24,D,2/3/2018
2869,2018,Missouri,6121623,21.34,Saint Louis,0,4,4,46,F,1/31/2018
2870,2018,Pennsylvania,12800922,12.47,Melcroft,5,0,5,12,C,1/28/2018
2871,2018,Indiana,6695497,14.71,Indianapolis,2,3,5,28,D,1/28/2018
2872,2018,Pennsylvania,12800922,12.47,Reading,4,0,4,12,C,1/28/2018
2873,2018,Kentucky,4461153,16.81,Bowling Green,0,4,4,46,F,1/27/2018
2874,2018,California,39461588,7.45,Los Angeles,0,5,5,1,A,1/27/2018
2875,2018,District of Columbia,701547,,Washington,0,4,4,,,1/25/2018
2876,2018,Kentucky,4461153,16.81,Benton,2,14,16,46,F,1/23/2018
2877,2018,Pennsylvania,12800922,12.47,Philadelphia,0,4,4,12,C,1/23/2018
2878,2018,Florida,21244317,12.81,Orlando,0,4,4,22,C,1/21/2018
2879,2018,Illinois,12723071,10.78,Chicago,0,4,4,8,A,1/21/2018
2880,2018,District of Columbia,701547,,Washington,1,3,4,,,1/17/2018
2881,2018,Florida,21244317,12.81,Alachua,0,5,5,22,C,1/15/2018
2882,2018,Alabama,4887681,21.7,Eutaw,1,4,5,38,F,1/14/2018
2883,2018,Alabama,4887681,21.7,Madison,0,4,4,38,F,1/14/2018
2884,2018,Tennessee,6771631,17.82,Nashville,3,2,5,29,D,1/12/2018
2885,2018,Missouri,6121623,21.34,Saint Robert (St Robert),2,2,4,46,F,1/11/2018
2886,2018,Alabama,4887681,21.7,Union Springs,1,5,6,38,F,1/7/2018
2887,2018,Florida,21244317,12.81,Plantation,0,4,4,22,C,1/7/2018
2888,2018,Mississippi,2981020,22.81,Hattiesburg,0,6,6,50,F,1/5/2018
2889,2018,Arkansas,3009733,18.96,Brinkley,1,3,4,40,F,1/4/2018
2890,2018,Alabama,4887681,21.7,Huntsville,1,3,4,38,F,1/1/2018
2891,2016,Georgia,10301890,15.72,Lenox (El Dorado),2,2,4,32,F,12/31/2016
2892,2016,Texas,27914410,12.22,Houston,1,3,4,34,F,12/31/2016
2893,2016,Ohio,11634370,13.05,Mansfield,0,5,5,24,D,12/30/2016
2894,2016,Connecticut,3578141,4.91,Wallingford,2,3,5,3,A,12/30/2016
2895,2016,Georgia,10301890,15.72,Columbus,1,4,5,32,F,12/28/2016
2896,2016,Illinois,12820527,10.78,Chicago,3,4,7,8,A,12/25/2016
2897,2016,Alabama,4863525,21.7,Ozark,0,4,4,38,F,12/25/2016
2898,2016,New York,19633428,4.03,Mount Vernon,1,5,6,4,A,12/25/2016
2899,2016,North Carolina,10154788,13.26,Madison,0,7,7,24,D,12/24/2016
2900,2016,North Carolina,10154788,13.26,Wilson,4,0,4,24,D,12/24/2016
2901,2016,Alabama,4863525,21.7,Birmingham,1,3,4,38,F,12/23/2016
2902,2016,Illinois,12820527,10.78,Chicago,0,4,4,8,A,12/23/2016
2903,2016,Illinois,12820527,10.78,Chicago (Roseland),5,0,5,8,A,12/17/2016
2904,2016,North Carolina,10154788,13.26,Charlotte,0,4,4,24,D,12/17/2016
2905,2016,Illinois,12820527,10.78,Chicago,0,4,4,8,A,12/16/2016
2906,2016,Illinois,12820527,10.78,Chicago,2,2,4,8,A,12/16/2016
2907,2016,California,39167117,7.45,Sacramento,1,3,4,1,A,12/12/2016
2908,2016,New York,19633428,4.03,Brooklyn,0,4,4,4,A,12/11/2016
2909,2016,Florida,20613477,12.81,Orlando (Pine Hills),1,4,5,22,C,12/11/2016
2910,2016,Maryland,6003323,11.61,Baltimore,0,5,5,6,A,12/11/2016
2911,2016,North Carolina,10154788,13.26,Rocky Mount,0,4,4,24,D,12/11/2016
2912,2016,Texas,27914410,12.22,Channelview,4,0,4,34,F,12/9/2016
2913,2016,California,39167117,7.45,Fresno,0,4,4,1,A,12/9/2016
2914,2016,New Mexico,2091630,20.75,Albuquerque,4,1,5,17,C,12/5/2016
2915,2016,California,39167117,7.45,Los Angeles,0,6,6,1,A,12/3/2016
2916,2016,New Jersey,8870827,4.75,Bloomfield,0,6,6,2,A,12/2/2016
2917,2016,California,39167117,7.45,Clearlake Oaks,1,3,4,1,A,12/1/2016
2918,2016,Maryland,6003323,11.61,Baltimore,2,4,6,6,A,11/30/2016
2919,2016,Texas,27914410,12.22,Mission (Palmview),1,3,4,34,F,11/28/2016
2920,2016,California,39167117,7.45,Wilmington,0,4,4,1,A,11/28/2016
2921,2016,California,39167117,7.45,San Pedro,0,4,4,1,A,11/28/2016
2922,2016,Louisiana,4678135,21.31,New Orleans,1,9,10,32,F,11/27/2016
2923,2016,Missouri,6087135,21.34,Kansas City,0,7,7,46,F,11/27/2016
2924,2016,Illinois,12820527,10.78,Chicago,1,5,6,8,A,11/26/2016
2925,2016,Louisiana,4678135,21.31,New Orleans,0,4,4,32,F,11/25/2016
2926,2016,Kentucky,4438182,16.81,Louisville,2,4,6,46,F,11/24/2016
2927,2016,New York,19633428,4.03,Albany,1,3,4,4,A,11/24/2016
2928,2016,Mississippi,2987938,22.81,Olive Branch,0,4,4,50,F,11/23/2016
2929,2016,Florida,20613477,12.81,Clewiston,1,4,5,22,C,11/22/2016
2930,2016,Illinois,12820527,10.78,Chicago,0,4,4,8,A,11/18/2016
2931,2016,Tennessee,6646010,17.82,Dyersburg,1,7,8,29,D,11/17/2016
2932,2016,Florida,20613477,12.81,Jacksonville,3,2,5,22,C,11/13/2016
2933,2016,Texas,27914410,12.22,San Antonio,0,4,4,34,F,11/13/2016
2934,2016,California,39167117,7.45,San Diego,3,2,5,1,A,11/13/2016
2935,2016,Florida,20613477,12.81,Orlando,0,4,4,22,C,11/13/2016
2936,2016,California,39167117,7.45,Sacramento,1,5,6,1,A,11/12/2016
2937,2016,Missouri,6087135,21.34,Kansas City,1,3,4,46,F,11/12/2016
2938,2016,Connecticut,3578141,4.91,Bridgeport,0,5,5,3,A,11/12/2016
2939,2016,Texas,27914410,12.22,Houston,0,4,4,34,F,11/11/2016
2940,2016,Texas,27914410,12.22,Houston,1,3,4,34,F,11/10/2016
2941,2016,Washington,7294771,10.32,Seattle,0,5,5,10,B,11/9/2016
2942,2016,Illinois,12820527,10.78,Chicago,1,3,4,8,A,11/9/2016
2943,2016,Tennessee,6646010,17.82,Memphis,0,4,4,29,D,11/9/2016
2944,2016,Texas,27914410,12.22,San Antonio,0,4,4,34,F,11/5/2016
2945,2016,South Carolina,4957968,17.51,Myrtle Beach,0,5,5,31,F,11/5/2016
2946,2016,Florida,20613477,12.81,Fort Lauderdale (Lauderhill),1,3,4,22,C,11/5/2016
2947,2016,California,39167117,7.45,Oakland,0,8,8,1,A,11/5/2016
2948,2016,Illinois,12820527,10.78,Chicago,0,5,5,8,A,11/5/2016
2949,2016,Pennsylvania,12782275,12.47,Philadelphia,0,4,4,12,C,11/4/2016
2950,2016,Illinois,12820527,10.78,Chicago,2,2,4,8,A,11/3/2016
2951,2016,New Jersey,8870827,4.75,Orange,2,2,4,2,A,11/3/2016
2952,2016,Arkansas,2989918,18.96,Little Rock,1,4,5,40,F,11/2/2016
2953,2016,Tennessee,6646010,17.82,Memphis,1,5,6,29,D,11/1/2016
2954,2016,Louisiana,4678135,21.31,Shreveport,0,4,4,32,F,10/31/2016
2955,2016,Ohio,11634370,13.05,Toledo,0,4,4,24,D,10/30/2016
2956,2016,Maryland,6003323,11.61,Capitol Heights,3,3,6,6,A,10/30/2016
2957,2016,New York,19633428,4.03,New York (Manhattan),0,4,4,4,A,10/30/2016
2958,2016,New York,19633428,4.03,Newburgh,2,5,7,4,A,10/30/2016
2959,2016,Texas,27914410,12.22,San Antonio,0,5,5,34,F,10/30/2016
2960,2016,California,39167117,7.45,Los Angeles,0,5,5,1,A,10/29/2016
2961,2016,Ohio,11634370,13.05,Dayton,1,3,4,24,D,10/29/2016
2962,2016,California,39167117,7.45,Riverside,0,4,4,1,A,10/29/2016
2963,2016,Mississippi,2987938,22.81,Jackson,0,6,6,50,F,10/28/2016
2964,2016,Florida,20613477,12.81,Miami Gardens,0,4,4,22,C,10/28/2016
2965,2016,Georgia,10301890,15.72,Jackson,4,0,4,32,F,10/27/2016
2966,2016,Ohio,11634370,13.05,Dayton,1,3,4,24,D,10/25/2016
2967,2016,Virginia,8410106,11.76,Roanoke,2,3,5,26,D,10/25/2016
2968,2016,Oklahoma,3926331,16.71,Wellston,1,5,6,40,F,10/23/2016
2969,2016,California,39167117,7.45,Oakland,0,7,7,1,A,10/22/2016
2970,2016,California,39167117,7.45,San Francisco,0,4,4,1,A,10/18/2016
2971,2016,Illinois,12820527,10.78,Chicago (Englewood),1,4,5,8,A,10/17/2016
2972,2016,Alabama,4863525,21.7,Mobile,0,5,5,38,F,10/15/2016
2973,2016,Illinois,12820527,10.78,Rockford,1,5,6,8,A,10/15/2016
2974,2016,California,39167117,7.45,Los Angeles,4,11,15,1,A,10/15/2016
2975,2016,Illinois,12820527,10.78,Chicago,1,6,7,8,A,10/14/2016
2976,2016,Illinois,12820527,10.78,Chicago,0,4,4,8,A,10/13/2016
2977,2016,Michigan,9950571,12.82,Grand Rapids,1,8,9,19,C,10/9/2016
2978,2016,California,39167117,7.45,Sacramento,1,3,4,1,A,10/9/2016
2979,2016,New York,19633428,4.03,Brooklyn,0,4,4,4,A,10/8/2016
2980,2016,Louisiana,4678135,21.31,New Orleans,3,2,5,32,F,10/4/2016
2981,2016,Minnesota,5522744,7.79,Minneapolis,0,4,4,13,C,10/3/2016
2982,2016,Texas,27914410,12.22,San Antonio,1,4,5,34,F,10/2/2016
2983,2016,Illinois,12820527,10.78,Pembroke Township,4,0,4,8,A,10/1/2016
2984,2016,California,39167117,7.45,Fresno,0,4,4,1,A,10/1/2016
2985,2016,California,39167117,7.45,San Francisco,1,3,4,1,A,9/29/2016
2986,2016,North Carolina,10154788,13.26,Winston Salem (Winston-salem),0,4,4,24,D,9/26/2016
2987,2016,Texas,27914410,12.22,Humble,0,4,4,34,F,9/26/2016
2988,2016,Texas,27914410,12.22,Houston,1,6,7,34,F,9/26/2016
2989,2016,Illinois,12820527,10.78,Champaign,1,3,4,8,A,9/25/2016
2990,2016,Maryland,6003323,11.61,Baltimore,0,8,8,6,A,9/24/2016
2991,2016,Washington,7294771,10.32,Burlington,5,0,5,10,B,9/23/2016
2992,2016,Pennsylvania,12782275,12.47,Philadelphia,0,4,4,12,C,9/18/2016
2993,2016,Pennsylvania,12782275,12.47,Pittsburgh,0,4,4,12,C,9/18/2016
2994,2016,Virginia,8410106,11.76,Lynchburg,1,3,4,26,D,9/18/2016
2995,2016,District of Columbia,685815,,Washington,2,7,9,,,9/17/2016
2996,2016,Florida,20613477,12.81,Miami,0,6,6,22,C,9/17/2016
2997,2016,Florida,20613477,12.81,Orlando,1,6,7,22,C,9/17/2016
2998,2016,Indiana,6634304,14.71,Indianapolis,2,2,4,28,D,9/17/2016
2999,2016,California,39167117,7.45,Los Angeles (Hollywood),2,2,4,1,A,9/16/2016
3000,2016,Pennsylvania,12782275,12.47,Philadelphia,2,5,7,12,C,9/16/2016
3001,2016,Texas,27914410,12.22,Humble,1,3,4,34,F,9/14/2016
3002,2016,Indiana,6634304,14.71,Fort Wayne,3,2,5,28,D,9/13/2016
3003,2016,Louisiana,4678135,21.31,New Orleans,1,5,6,32,F,9/11/2016
3004,2016,Missouri,6087135,21.34,Kansas City,0,6,6,46,F,9/11/2016
3005,2016,Michigan,9950571,12.82,Saginaw,0,5,5,19,C,9/11/2016
3006,2016,North Carolina,10154788,13.26,New Bern,0,5,5,24,D,9/11/2016
3007,2016,Indiana,6634304,14.71,Fort Wayne,3,1,4,28,D,9/11/2016
3008,2016,New Jersey,8870827,4.75,Jersey City,1,3,4,2,A,9/11/2016
3009,2016,Florida,20613477,12.81,Miami,1,3,4,22,C,9/10/2016
3010,2016,Texas,27914410,12.22,Del Valle,4,0,4,34,F,9/8/2016
3011,2016,Arkansas,2989918,18.96,Hot Springs National Park (Hot Springs),1,4,5,40,F,9/8/2016
3012,2016,Illinois,12820527,10.78,Chicago,2,3,5,8,A,9/5/2016
3013,2016,Pennsylvania,12782275,12.47,Reading,0,4,4,12,C,9/5/2016
3014,2016,Virginia,8410106,11.76,Roanoke,1,10,11,26,D,9/4/2016
3015,2016,North Carolina,10154788,13.26,Wilmington,1,3,4,24,D,9/3/2016
3016,2016,Illinois,12820527,10.78,Chicago,0,4,4,8,A,9/3/2016
3017,2016,Georgia,10301890,15.72,Atlanta,0,4,4,32,F,8/30/2016
3018,2016,Illinois,12820527,10.78,Chicago (Englewood),0,4,4,8,A,8/30/2016
3019,2016,New Jersey,8870827,4.75,Egg Harbor City,1,5,6,2,A,8/29/2016
3020,2016,Texas,27914410,12.22,Lubbock,0,6,6,34,F,8/28/2016
3021,2016,New York,19633428,4.03,Bronx,0,4,4,4,A,8/28/2016
3022,2016,Missouri,6087135,21.34,Saint Louis,2,2,4,46,F,8/28/2016
3023,2016,Alabama,4863525,21.7,Dadeville,0,5,5,38,F,8/28/2016
3024,2016,Alabama,4863525,21.7,Bessemer (Brighton),1,6,7,38,F,8/27/2016
3025,2016,Florida,20613477,12.81,Miami,2,4,6,22,C,8/27/2016
3026,2016,New Jersey,8870827,4.75,Bridgeton,0,5,5,2,A,8/25/2016
3027,2016,Massachusetts,6823608,3.46,Boston,0,4,4,7,A,8/21/2016
3028,2016,Connecticut,3578141,4.91,Bridgeport,0,13,13,3,A,8/21/2016
3029,2016,Connecticut,3578141,4.91,Hamden,0,4,4,3,A,8/20/2016
3030,2016,Washington,7294771,10.32,Tacoma,0,5,5,10,B,8/20/2016
3031,2016,Alabama,4863525,21.7,Citronelle,5,0,5,38,F,8/20/2016
3032,2016,Connecticut,3578141,4.91,Waterbury,0,4,4,3,A,8/18/2016
3033,2016,California,39167117,7.45,Oakland,0,4,4,1,A,8/17/2016
3034,2016,Virginia,8410106,11.76,Norfolk,0,4,4,26,D,8/14/2016
3035,2016,Minnesota,5522744,7.79,Minneapolis,0,5,5,13,C,8/14/2016
3036,2016,California,39167117,7.45,Los Angeles,0,4,4,1,A,8/13/2016
3037,2016,Wisconsin,5772628,10.13,Milwaukee,2,2,4,21,C,8/13/2016
3038,2016,New York,19633428,4.03,Richmond Hill,0,4,4,4,A,8/13/2016
3039,2016,Missouri,6087135,21.34,Joplin,0,4,4,46,F,8/13/2016
3040,2016,Florida,20613477,12.81,Jacksonville,1,3,4,22,C,8/12/2016
3041,2016,Texas,27914410,12.22,Dallas,1,3,4,34,F,8/12/2016
